Property Address,Year,Fair Market Value,Sale Price,Acres,Year Built,Latitude,Longitude
203 MILLER AVE 203.0 MILLER AVE TYBEE ISLAND GA 31328.0,2021,392900.0,60000.0,0.23,1971.0,32.010284753977,-80.84529138518
501 2ND ST 501.0 2ND ST TYBEE ISLAND GA 31328.0,2021,372100.0,0.0,0.15,1972.0,32.011423248331,-80.843277616365
209 MILLER AVE 209.0 MILLER AVE TYBEE ISLAND GA 31328.0,2021,235000.0,250000.0,0.09,1973.0,32.010284753977,-80.84529138518
502 3RD ST 502.0 3RD ST TYBEE ISLAND GA 31328.0,2021,404100.0,0.0,0.19,1973.0,32.009868359991,-80.84339442476
205 MILLER AVE #A 205.0 MILLER AVE UNIT A TYBEE ISLAND GA 31328.0,2021,256700.0,289900.0,0.12,1972.0,32.010284753977,-80.84529138518
205 MILLER AVE #B 205.0 MILLER AVE UNIT B TYBEE ISLAND GA 31328.0,2021,232400.0,262500.0,0.11,1972.0,32.010284753977,-80.84529138518
203 5TH AVE 203.0 5TH AVE TYBEE ISLAND GA 31328.0,2021,541400.0,515000.0,0.11,2005.0,32.014317492399,-80.844606979798
203 5TH AVE 203.0 5TH AVE TYBEE ISLAND GA 31328.0,2021,485327.0,390000.0,0.11,2005.0,32.014317492399,-80.844606979798
201 5TH AVE 201.0 5TH AVE TYBEE ISLAND GA 31328.0,2021,546400.0,378900.0,0.1,2006.0,32.014317492399,-80.844606979798
201 5TH AVE 201.0 5TH AVE TYBEE ISLAND GA 31328.0,2021,546400.0,386000.0,0.11,2006.0,32.014317492399,-80.844606979798
209 5TH AVE 209.0 5TH AVE TYBEE ISLAND GA 31328.0,2021,550000.0,550000.0,0.11,2018.0,32.014317492399,-80.844606979798
116 LEWIS AVE 116.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,354400.0,204000.0,0.34,1950.0,32.010467728067,-80.849156945702
118 LEWIS AVE 118.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,272200.0,315000.0,0.23,1985.0,32.010467728067,-80.849156945702
120 LEWIS AVE 120.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,262500.0,0.0,0.22,1980.0,32.010467728067,-80.849156945702
122 LEWIS AVE 122.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,354500.0,389000.0,0.44,1954.0,32.010467728067,-80.849156945702
124 LEWIS AVE 124.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,220800.0,0.0,0.49,1954.0,32.010467728067,-80.849156945702
128 LEWIS AVE 128.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,297200.0,0.0,0.23,1985.0,32.010467728067,-80.849156945702
134 LEWIS AVE 134.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,212500.0,0.0,0.22,1970.0,32.010467728067,-80.849156945702
136 LEWIS AVE 136.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,308200.0,47900.0,0.79,1985.0,32.010467728067,-80.849156945702
138 LEWIS AVE 138.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,288800.0,221400.0,0.22,1978.0,32.010467728067,-80.849156945702
140 LEWIS AVE 140.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,299900.0,40460.0,0.22,1960.0,32.010467728067,-80.849156945702
144 LEWIS AVE 144.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,271000.0,320000.0,0.21,1950.0,32.010467728067,-80.849156945702
146 LEWIS AVE 146.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,395700.0,353000.0,0.21,1990.0,32.010467728067,-80.849156945702
148 LEWIS AVE 148.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,382700.0,0.0,0.22,1970.0,32.010467728067,-80.849156945702
150 LEWIS AVE 150.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,272200.0,75000.0,0.22,1980.0,32.010467728067,-80.849156945702
152 LEWIS AVE 152.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,440000.0,440000.0,0.22,1976.0,32.010467728067,-80.849156945702
154 LEWIS AVE 154.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,322400.0,150000.0,0.28,1970.0,32.010467728067,-80.849156945702
156 LEWIS AVE 156.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,333900.0,0.0,0.3,1950.0,32.010467728067,-80.849156945702
130 LEWIS AVE 130.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,480400.0,0.0,0.23,2001.0,32.010467728067,-80.849156945702
132 LEWIS AVE 132.0 LEWIS AVE TYBEE ISLAND GA 31328.0,2021,355200.0,0.0,0.21,1995.0,32.010467728067,-80.849156945702
403 3RD ST 403.0 3RD ST TYBEE ISLAND GA 31328.0,2021,584700.0,14500.0,0.2,1984.0,32.009868359991,-80.84339442476
404 4TH ST 404.0 4TH ST TYBEE ISLAND GA 31328.0,2021,404900.0,0.0,0.2,1969.0,32.009375723511,-80.844031125322
305 JONES AVE 305.0 JONES AVE TYBEE ISLAND GA 31328.0,2021,444000.0,365000.0,0.2,1946.0,32.002972341788,-80.847260972065
301 JONES AVE 301.0 JONES AVE TYBEE ISLAND GA 31328.0,2021,449100.0,355000.0,0.2,1968.0,32.002972341788,-80.847260972065
304 4TH ST 304.0 4TH ST TYBEE ISLAND GA 31328.0,2021,478600.0,0.0,0.15,1948.0,32.009375723511,-80.844031125322
302 4TH ST 302.0 4TH ST TYBEE ISLAND GA 31328.0,2021,361200.0,395000.0,0.16,1948.0,32.009375723511,-80.844031125322
303 3RD ST 303.0 3RD ST TYBEE ISLAND GA 31328.0,2021,493300.0,0.0,0.17,1968.0,32.009868359991,-80.84339442476
300 2ND AVE 300.0 2ND AVE TYBEE ISLAND GA 31328.0,2021,357600.0,610000.0,0.07,1951.0,31.999379001897,-80.84795506608
302 2ND AVE 302.0 2ND AVE TYBEE ISLAND GA 31328.0,2021,257500.0,610000.0,0.07,1951.0,31.999379001897,-80.84795506608
304 2ND AVE 304.0 2ND AVE TYBEE ISLAND GA 31328.0,2021,331500.0,150000.0,0.14,1935.0,31.999379001897,-80.84795506608
305 LOVELL AVE 305.0 LOVELL AVE TYBEE ISLAND GA 31328.0,2021,199700.0,45000.0,0.09,1940.0,31.999392324026,-80.84721082368
303 LOVELL AVE 303.0 LOVELL AVE TYBEE ISLAND GA 31328.0,2021,519100.0,565000.0,0.11,1993.0,31.999392324026,-80.84721082368
FIRST AVE FIRST AVE TYBEE ISLAND GA 31328.0,2021,215600.0,55000.0,0.09,1900.0,32.01496867194,-80.847734781858
303 BUTLER AVE 303.0 BUTLER AVE TYBEE ISLAND GA 31328.0,2021,383600.0,0.0,0.14,1938.0,32.00053888718,-80.845968511203
301 BUTLER AVE 301.0 BUTLER AVE TYBEE ISLAND GA 31328.0,2021,717800.0,0.0,0.14,1993.0,32.00053888718,-80.845968511203
103 3RD ST 103.0 3RD ST TYBEE ISLAND GA 31328.0,2021,458900.0,0.0,0.17,1940.0,32.009868359991,-80.84339442476
305 BUTLER AVE 305.0 BUTLER AVE TYBEE ISLAND GA 31328.0,2021,551500.0,0.0,0.12,1938.0,32.00053888718,-80.845968511203
3RD ST 3RD ST TYBEE ISLAND GA 31328.0,2021,610000.0,0.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST 3RD ST TYBEE ISLAND GA 31328.0,2021,596500.0,649000.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST 3RD ST TYBEE ISLAND GA 31328.0,2021,673500.0,807400.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST 3RD ST TYBEE ISLAND GA 31328.0,2021,589000.0,0.0,0.02,1997.0,32.009868359991,-80.84339442476
1 3RD ST 1.0 3RD ST TYBEE ISLAND GA 31328.0,2021,658200.0,589000.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST 3RD ST TYBEE ISLAND GA 31328.0,2021,670600.0,599000.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST 3RD ST TYBEE ISLAND GA 31328.0,2021,670600.0,205000.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST 3RD ST TYBEE ISLAND GA 31328.0,2021,673500.0,510000.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST 3RD ST TYBEE ISLAND GA 31328.0,2021,670600.0,0.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST 3RD ST TYBEE ISLAND GA 31328.0,2021,673500.0,0.0,0.02,1997.0,32.009868359991,-80.84339442476
3RD ST 3RD ST TYBEE ISLAND GA 31328.0,2021,670600.0,585000.0,0.02,1997.0,32.009868359991,-80.84339442476
3 3RD ST #511 3.0 3RD ST UNIT 511 TYBEE ISLAND GA 31328.0,2021,220900.0,275000.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #512 3.0 3RD ST UNIT 512 TYBEE ISLAND GA 31328.0,2021,278100.0,290000.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #513 3.0 3RD ST UNIT 513 TYBEE ISLAND GA 31328.0,2021,270100.0,0.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #514 3.0 3RD ST UNIT 514 TYBEE ISLAND GA 31328.0,2021,270100.0,0.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #515 3.0 3RD ST UNIT 515 TYBEE ISLAND GA 31328.0,2021,291000.0,0.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #516 3.0 3RD ST UNIT 516 TYBEE ISLAND GA 31328.0,2021,291000.0,310000.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #517 3.0 3RD ST UNIT 517 TYBEE ISLAND GA 31328.0,2021,291000.0,302000.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #518 3.0 3RD ST UNIT 518 TYBEE ISLAND GA 31328.0,2021,302400.0,227500.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #528 3.0 3RD ST UNIT 528 TYBEE ISLAND GA 31328.0,2021,302400.0,369000.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #527 3.0 3RD ST UNIT 527 TYBEE ISLAND GA 31328.0,2021,291000.0,0.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #526 3.0 3RD ST UNIT 526 TYBEE ISLAND GA 31328.0,2021,291000.0,290000.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #525 3.0 3RD ST UNIT 525 TYBEE ISLAND GA 31328.0,2021,291000.0,252000.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #524 3.0 3RD ST UNIT 524 TYBEE ISLAND GA 31328.0,2021,270100.0,265000.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #523 3.0 3RD ST UNIT 523 TYBEE ISLAND GA 31328.0,2021,270100.0,272000.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #522 3.0 3RD ST UNIT 522 TYBEE ISLAND GA 31328.0,2021,278100.0,438900.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #521 3.0 3RD ST UNIT 521 TYBEE ISLAND GA 31328.0,2021,302400.0,260000.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #531 3.0 3RD ST UNIT 531 TYBEE ISLAND GA 31328.0,2021,302400.0,470000.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #532 3.0 3RD ST UNIT 532 TYBEE ISLAND GA 31328.0,2021,278100.0,0.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #533 3.0 3RD ST UNIT 533 TYBEE ISLAND GA 31328.0,2021,270100.0,343000.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #534 3.0 3RD ST UNIT 534 TYBEE ISLAND GA 31328.0,2021,270100.0,254000.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #535 3.0 3RD ST UNIT 535 TYBEE ISLAND GA 31328.0,2021,291000.0,280000.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #536 3.0 3RD ST UNIT 536 TYBEE ISLAND GA 31328.0,2021,291000.0,0.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #537 3.0 3RD ST UNIT 537 TYBEE ISLAND GA 31328.0,2021,291000.0,292000.0,0.0,1999.0,32.009868359991,-80.84339442476
3 3RD ST #538 3.0 3RD ST UNIT 538 TYBEE ISLAND GA 31328.0,2021,302400.0,257000.0,0.0,1999.0,32.009868359991,-80.84339442476
404 BUTLER AVE #411 404.0 BUTLER AVE UNIT 411 TYBEE ISLAND GA 31328.0,2021,328800.0,429000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #412 404.0 BUTLER AVE UNIT 412 TYBEE ISLAND GA 31328.0,2021,327400.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #413 404.0 BUTLER AVE UNIT 413 TYBEE ISLAND GA 31328.0,2021,349000.0,419000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #414 404.0 BUTLER AVE UNIT 414 TYBEE ISLAND GA 31328.0,2021,349000.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #415 404.0 BUTLER AVE UNIT 415 TYBEE ISLAND GA 31328.0,2021,350700.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #421 404.0 BUTLER AVE UNIT 421 TYBEE ISLAND GA 31328.0,2021,328800.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #422 404.0 BUTLER AVE UNIT 422 TYBEE ISLAND GA 31328.0,2021,327400.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #423 404.0 BUTLER AVE UNIT 423 TYBEE ISLAND GA 31328.0,2021,349000.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #424 404.0 BUTLER AVE UNIT 424 TYBEE ISLAND GA 31328.0,2021,332000.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #425 404.0 BUTLER AVE UNIT 425 TYBEE ISLAND GA 31328.0,2021,350700.0,445000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #431 404.0 BUTLER AVE UNIT 431 TYBEE ISLAND GA 31328.0,2021,328800.0,441500.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #432 404.0 BUTLER AVE UNIT 432 TYBEE ISLAND GA 31328.0,2021,327400.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #433 404.0 BUTLER AVE UNIT 433 TYBEE ISLAND GA 31328.0,2021,349000.0,550000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #434 404.0 BUTLER AVE UNIT 434 TYBEE ISLAND GA 31328.0,2021,349000.0,720000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #435 404.0 BUTLER AVE UNIT 435 TYBEE ISLAND GA 31328.0,2021,362100.0,533500.0,0.01,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #441 404.0 BUTLER AVE UNIT 441 TYBEE ISLAND GA 31328.0,2021,328800.0,350000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #442 404.0 BUTLER AVE UNIT 442 TYBEE ISLAND GA 31328.0,2021,327400.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #443 404.0 BUTLER AVE UNIT 443 TYBEE ISLAND GA 31328.0,2021,349000.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #444 404.0 BUTLER AVE UNIT 444 TYBEE ISLAND GA 31328.0,2021,331710.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #445 404.0 BUTLER AVE UNIT 445 TYBEE ISLAND GA 31328.0,2021,350700.0,540000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #611 404.0 BUTLER AVE UNIT 611 TYBEE ISLAND GA 31328.0,2021,328000.0,250000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #612 404.0 BUTLER AVE UNIT 612 TYBEE ISLAND GA 31328.0,2021,338800.0,315000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #613 404.0 BUTLER AVE UNIT 613 TYBEE ISLAND GA 31328.0,2021,339300.0,308000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #614 404.0 BUTLER AVE UNIT 614 TYBEE ISLAND GA 31328.0,2021,317500.0,317500.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #615 404.0 BUTLER AVE UNIT 615 TYBEE ISLAND GA 31328.0,2021,335000.0,300000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #616 404.0 BUTLER AVE UNIT 616 TYBEE ISLAND GA 31328.0,2021,340100.0,285000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #621 404.0 BUTLER AVE UNIT 621 TYBEE ISLAND GA 31328.0,2021,357100.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #622 404.0 BUTLER AVE UNIT 622 TYBEE ISLAND GA 31328.0,2021,338800.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #623 404.0 BUTLER AVE UNIT 623 TYBEE ISLAND GA 31328.0,2021,317000.0,245000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #624 404.0 BUTLER AVE UNIT 624 TYBEE ISLAND GA 31328.0,2021,328400.0,315000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #625 404.0 BUTLER AVE UNIT 625 TYBEE ISLAND GA 31328.0,2021,338800.0,350000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #626 404.0 BUTLER AVE UNIT 626 TYBEE ISLAND GA 31328.0,2021,340100.0,400000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #631 404.0 BUTLER AVE UNIT 631 TYBEE ISLAND GA 31328.0,2021,328000.0,320000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #632 404.0 BUTLER AVE UNIT 632 TYBEE ISLAND GA 31328.0,2021,338800.0,0.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #633 404.0 BUTLER AVE UNIT 633 TYBEE ISLAND GA 31328.0,2021,339300.0,372500.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #634 404.0 BUTLER AVE UNIT 634 TYBEE ISLAND GA 31328.0,2021,328400.0,372000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #635 404.0 BUTLER AVE UNIT 635 TYBEE ISLAND GA 31328.0,2021,338800.0,237700.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #636 404.0 BUTLER AVE UNIT 636 TYBEE ISLAND GA 31328.0,2021,340100.0,265000.0,0.0,2002.0,32.00053888718,-80.845968511203
404 BUTLER AVE #311 404.0 BUTLER AVE UNIT 311 TYBEE ISLAND GA 31328.0,2021,299000.0,299000.0,0.0,2004.0,32.00053888718,-80.845968511203
404 BUTLER AVE #312 404.0 BUTLER AVE UNIT 312 TYBEE ISLAND GA 31328.0,2021,300200.0,332500.0,0.0,2004.0,32.00053888718,-80.845968511203
404 BUTLER AVE #313 404.0 BUTLER AVE UNIT 313 TYBEE ISLAND GA 31328.0,2021,300200.0,0.0,0.0,2004.0,32.00053888718,-80.845968511203
404 BUTLER AVE #314 404.0 BUTLER AVE UNIT 314 TYBEE ISLAND GA 31328.0,2021,300200.0,326000.0,0.0,2004.0,32.00053888718,-80.845968511203
404 BUTLER AVE #321 404.0 BUTLER AVE UNIT 321 TYBEE ISLAND GA 31328.0,2021,304400.0,0.0,0.0,2004.0,32.00053888718,-80.845968511203
404 BUTLER AVE #322 404.0 BUTLER AVE UNIT 322 TYBEE ISLAND GA 31328.0,2021,300200.0,246500.0,0.0,2004.0,32.00053888718,-80.845968511203
404 BUTLER AVE #323 404.0 BUTLER AVE UNIT 323 TYBEE ISLAND GA 31328.0,2021,300200.0,245000.0,0.0,2004.0,32.00053888718,-80.845968511203
404 BUTLER AVE #324 404.0 BUTLER AVE UNIT 324 TYBEE ISLAND GA 31328.0,2021,306400.0,355000.0,0.0,2004.0,32.00053888718,-80.845968511203
404 BUTLER AVE #331 404.0 BUTLER AVE UNIT 331 TYBEE ISLAND GA 31328.0,2021,304400.0,287800.0,0.0,2004.0,32.00053888718,-80.845968511203
404 BUTLER AVE #332 404.0 BUTLER AVE UNIT 332 TYBEE ISLAND GA 31328.0,2021,300200.0,258900.0,0.0,2004.0,32.00053888718,-80.845968511203
404 BUTLER AVE #333 404.0 BUTLER AVE UNIT 333 TYBEE ISLAND GA 31328.0,2021,300200.0,519000.0,0.0,2004.0,32.00053888718,-80.845968511203
404 BUTLER AVE #334 404.0 BUTLER AVE UNIT 334 TYBEE ISLAND GA 31328.0,2021,300200.0,560000.0,0.0,2004.0,32.00053888718,-80.845968511203
404 BUTLER AVE #221 404.0 BUTLER AVE UNIT 221 TYBEE ISLAND GA 31328.0,2021,310000.0,200000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #222 404.0 BUTLER AVE UNIT 222 TYBEE ISLAND GA 31328.0,2021,310000.0,200000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #223 404.0 BUTLER AVE UNIT 223 TYBEE ISLAND GA 31328.0,2021,346900.0,380000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #224 404.0 BUTLER AVE UNIT 224 TYBEE ISLAND GA 31328.0,2021,355400.0,330000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #225 404.0 BUTLER AVE UNIT 225 TYBEE ISLAND GA 31328.0,2021,330000.0,330000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #226 404.0 BUTLER AVE UNIT 226 TYBEE ISLAND GA 31328.0,2021,325000.0,258000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #227 404.0 BUTLER AVE UNIT 227 TYBEE ISLAND GA 31328.0,2021,346900.0,0.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #228 404.0 BUTLER AVE UNIT 228 TYBEE ISLAND GA 31328.0,2021,325000.0,259000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #229 404.0 BUTLER AVE UNIT 229 TYBEE ISLAND GA 31328.0,2021,325000.0,475000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #231 404.0 BUTLER AVE UNIT 231 TYBEE ISLAND GA 31328.0,2021,287000.0,287000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #232 404.0 BUTLER AVE UNIT 232 TYBEE ISLAND GA 31328.0,2021,355400.0,288000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #233 404.0 BUTLER AVE UNIT 233 TYBEE ISLAND GA 31328.0,2021,355400.0,459600.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #236 404.0 BUTLER AVE UNIT 236 TYBEE ISLAND GA 31328.0,2021,325000.0,238000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #237 404.0 BUTLER AVE UNIT 237 TYBEE ISLAND GA 31328.0,2021,355400.0,248000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #238 404.0 BUTLER AVE UNIT 238 TYBEE ISLAND GA 31328.0,2021,325000.0,340000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #239 404.0 BUTLER AVE UNIT 239 TYBEE ISLAND GA 31328.0,2021,355400.0,600000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #701 404.0 BUTLER AVE UNIT 701 TYBEE ISLAND GA 31328.0,2021,285000.0,249000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #702 404.0 BUTLER AVE UNIT 702 TYBEE ISLAND GA 31328.0,2021,285000.0,249000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #703 404.0 BUTLER AVE UNIT 703 TYBEE ISLAND GA 31328.0,2021,285000.0,350000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #704 404.0 BUTLER AVE UNIT 704 TYBEE ISLAND GA 31328.0,2021,285000.0,350000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #705 404.0 BUTLER AVE UNIT 705 TYBEE ISLAND GA 31328.0,2021,285000.0,0.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #706 404.0 BUTLER AVE UNIT 706 TYBEE ISLAND GA 31328.0,2021,285000.0,285000.0,0.0,2006.0,32.00053888718,-80.845968511203
404 BUTLER AVE #111 404.0 BUTLER AVE UNIT 111 TYBEE ISLAND GA 31328.0,2021,321500.0,0.0,0.02,2007.0,32.00053888718,-80.845968511203
404 BUTLER AVE #112 404.0 BUTLER AVE UNIT 112 TYBEE ISLAND GA 31328.0,2021,240000.0,240000.0,0.02,2007.0,32.00053888718,-80.845968511203
404 BUTLER AVE #113 404.0 BUTLER AVE UNIT 113 TYBEE ISLAND GA 31328.0,2021,328700.0,275000.0,0.0,2007.0,32.00053888718,-80.845968511203
404 BUTLER AVE #114 404.0 BUTLER AVE UNIT 114 TYBEE ISLAND GA 31328.0,2021,270000.0,270000.0,0.0,2007.0,32.00053888718,-80.845968511203
404 BUTLER AVE #115 404.0 BUTLER AVE UNIT 115 TYBEE ISLAND GA 31328.0,2021,321500.0,263000.0,0.0,2007.0,32.00053888718,-80.845968511203
404 BUTLER AVE #116 404.0 BUTLER AVE UNIT 116 TYBEE ISLAND GA 31328.0,2021,321500.0,250000.0,0.0,2007.0,32.00053888718,-80.845968511203
404 BUTLER AVE #117 404.0 BUTLER AVE UNIT 117 TYBEE ISLAND GA 31328.0,2021,400000.0,400000.0,0.0,2007.0,32.00053888718,-80.845968511203
404 BUTLER AVE #121 404.0 BUTLER AVE UNIT 121 TYBEE ISLAND GA 31328.0,2021,321500.0,0.0,0.0,2007.0,32.00053888718,-80.845968511203
404 BUTLER AVE #122 404.0 BUTLER AVE UNIT 122 TYBEE ISLAND GA 31328.0,2021,321500.0,281000.0,0.0,2007.0,32.00053888718,-80.845968511203
404 BUTLER AVE #123 404.0 BUTLER AVE UNIT 123 TYBEE ISLAND GA 31328.0,2021,321500.0,279000.0,0.0,2007.0,32.00053888718,-80.845968511203
404 BUTLER AVE #124 404.0 BUTLER AVE UNIT 124 TYBEE ISLAND GA 31328.0,2021,321500.0,269000.0,0.0,2007.0,32.00053888718,-80.845968511203
404 BUTLER AVE #125 404.0 BUTLER AVE UNIT 125 TYBEE ISLAND GA 31328.0,2021,321500.0,289000.0,0.0,2007.0,32.00053888718,-80.845968511203
404 BUTLER AVE #126 404.0 BUTLER AVE UNIT 126 TYBEE ISLAND GA 31328.0,2021,300000.0,270000.0,0.0,2007.0,32.00053888718,-80.845968511203
404 BUTLER AVE #127 404.0 BUTLER AVE UNIT 127 TYBEE ISLAND GA 31328.0,2021,396600.0,0.0,0.0,2007.0,32.00053888718,-80.845968511203
404 BUTLER AVE #131 404.0 BUTLER AVE UNIT 131 TYBEE ISLAND GA 31328.0,2021,321500.0,279000.0,0.0,2007.0,32.00053888718,-80.845968511203
404 BUTLER AVE #132 404.0 BUTLER AVE UNIT 132 TYBEE ISLAND GA 31328.0,2021,325000.0,335000.0,0.0,2007.0,32.00053888718,-80.845968511203
404 BUTLER AVE #133 404.0 BUTLER AVE UNIT 133 TYBEE ISLAND GA 31328.0,2021,321500.0,350000.0,0.0,2007.0,32.00053888718,-80.845968511203
